# λ	f(λ)
-42.6869802933087	39.2629197689361
-42.6769802933087	39.381440179806
-42.6669802933087	39.5002215165337
-42.6569802933087	39.6192647425043
-42.6469802933087	39.738570825873
-42.6369802933087	39.858140739595
-42.6269802933087	39.9779754614549
-42.6169802933087	40.0980759740975
-42.6069802933087	40.2184432650572
-42.5969802933087	40.3390783267892
-42.5869802933087	40.4599821566996
-42.5769802933087	40.5811557571769
-42.5669802933087	40.7026001356227
-42.5569802933087	40.8243163044838
-42.5469802933087	40.9463052812828
-42.5369802933087	41.0685680886512
-42.5269802933087	41.1911057543604
-42.5169802933087	41.313919311355
-42.5069802933087	41.4370097977848
-42.4969802933087	41.560378257038
-42.4869802933087	41.6840257377741
-42.4769802933087	41.8079532939576
-42.4669802933087	41.9321619848911
-42.4569802933087	42.0566528752497
-42.4469802933087	42.1814270351148
-42.4369802933087	42.3064855400086
-42.4269802933088	42.431829470929
-42.4169802933088	42.5574599143839
-42.4069802933088	42.6833779624272
-42.3969802933088	42.8095847126936
-42.3869802933088	42.9360812684345
-42.3769802933088	43.0628687385545
-42.3669802933088	43.1899482376468
-42.3569802933088	43.3173208860307
-42.3469802933088	43.4449878097877
-42.3369802933088	43.5729501407991
-42.3269802933088	43.7012090167833
-42.3169802933088	43.8297655813332
-42.3069802933088	43.9586209839549
-42.2969802933088	44.0877763801054
-42.2869802933088	44.2172329312313
-42.2769802933088	44.3469918048079
-42.2669802933088	44.4770541743784
-42.2569802933088	44.6074212195931
-42.2469802933088	44.7380941262495
-42.2369802933088	44.8690740863326
-42.2269802933088	45.0003622980548
-42.2169802933088	45.1319599658971
-42.2069802933088	45.2638683006502
-42.1969802933088	45.3960885194556
-42.1869802933088	45.5286218458475
-42.1769802933088	45.6614695097951
-42.1669802933088	45.7946327477445
-42.1569802933088	45.9281128026621
-42.1469802933088	46.0619109240768
-42.1369802933088	46.1960283681244
-42.1269802933088	46.3304663975905
-42.1169802933088	46.4652262819551
-42.1069802933088	46.6003092974371
-42.0969802933088	46.7357167270387
-42.0869802933088	46.871449860591
-42.0769802933088	47.0075099947993
-42.0669802933088	47.1438984332892
-42.0569802933088	47.2806164866525
-42.0469802933088	47.4176654724943
-42.0369802933088	47.5550467154796
-42.0269802933088	47.6927615473812
-42.0169802933088	47.8308113071268
-42.0069802933088	47.9691973408478
-41.9969802933088	48.1079210019275
-41.9869802933088	48.2469836510501
-41.9769802933088	48.3863866562501
-41.9669802933088	48.5261313929622
-41.9569802933088	48.6662192440709
-41.9469802933088	48.8066515999619
-41.9369802933088	48.9474298585722
-41.9269802933089	49.0885554254421
-41.9169802933089	49.2300297137667
-41.9069802933089	49.3718541444483
-41.8969802933089	49.5140301461491
-41.8869802933089	49.6565591553439
-41.8769802933089	49.7994426163742
-41.8669802933089	49.9426819815016
-41.8569802933089	50.0862787109627
-41.8469802933089	50.2302342730237
-41.8369802933089	50.3745501440359
-41.8269802933089	50.5192278084911
-41.8169802933089	50.6642687590782
-41.8069802933089	50.8096744967399
-41.7969802933089	50.9554465307297
-41.7869802933089	51.1015863786697
-41.7769802933089	51.2480955666084
-41.7669802933089	51.3949756290799
-41.7569802933089	51.5422281091626
-41.7469802933089	51.6898545585387
-41.7369802933089	51.8378565375548
-41.7269802933089	51.9862356152821
-41.7169802933089	52.1349933695774
-41.7069802933089	52.2841313871452
-41.6969802933089	52.4336512635996
-41.6869802933089	52.583554603527
-41.6769802933089	52.7338430205491
-41.6669802933089	52.8845181373871
-41.6569802933089	53.0355815859255
-41.6469802933089	53.1870350072773
-41.6369802933089	53.3388800518491
-41.6269802933089	53.4911183794073
-41.6169802933089	53.6437516591444
-41.6069802933089	53.7967815697462
-41.5969802933089	53.9502097994592
-41.5869802933089	54.1040380461592
-41.5769802933089	54.2582680174197
-41.5669802933089	54.4129014305818
-41.5569802933089	54.5679400128234
-41.5469802933089	54.7233855012309
-41.5369802933089	54.8792396428692
-41.5269802933089	55.0355041948545
-41.5169802933089	55.1921809244262
-41.5069802933089	55.3492716090201
-41.4969802933089	55.5067780363424
-41.4869802933089	55.6647020044432
-41.4769802933089	55.8230453217926
-41.4669802933089	55.9818098073555
-41.4569802933089	56.1409972906684
-41.4469802933089	56.3006096119159
-41.4369802933089	56.4606486220089
-41.426980293309	56.6211161826626
-41.416980293309	56.7820141664753
-41.406980293309	56.9433444570085
-41.396980293309	57.1051089488675
-41.386980293309	57.2673095477816
-41.376980293309	57.429948170687
-41.366980293309	57.5930267458086
-41.356980293309	57.7565472127436
-41.346980293309	57.9205115225457
-41.336980293309	58.0849216378094
-41.326980293309	58.249779532756
-41.316980293309	58.4150871933195
-41.306980293309	58.5808466172339
-41.296980293309	58.747059814121
-41.286980293309	58.9137288055791
-41.276980293309	59.0808556252722
-41.266980293309	59.2484423190202
-41.256980293309	59.4164909448903
-41.246980293309	59.5850035732886
-41.236980293309	59.7539822870525
-41.226980293309	59.923429181545
-41.216980293309	60.0933463647481
-41.206980293309	60.2637359573586
-41.196980293309	60.4346000928843
-41.186980293309	60.6059409177404
-41.176980293309	60.7777605913478
-41.166980293309	60.9500612862316
-41.156980293309	61.1228451881209
-41.146980293309	61.2961144960491
-41.136980293309	61.4698714224555
-41.126980293309	61.6441181932876
-41.116980293309	61.8188570481047
-41.106980293309	61.9940902401818
-41.096980293309	62.169820036615
-41.086980293309	62.3460487184278
-41.076980293309	62.5227785806781
-41.066980293309	62.7000119325664
-41.056980293309	62.8777510975453
-41.046980293309	63.0559984134292
-41.036980293309	63.234756232506
-41.026980293309	63.4140269216489
-41.016980293309	63.59381286243
-41.006980293309	63.7741164512346
-40.996980293309	63.9549400993766
-40.986980293309	64.1362862332149
-40.976980293309	64.3181572942715
-40.966980293309	64.5005557393493
-40.956980293309	64.6834840406528
-40.946980293309	64.8669446859086
-40.936980293309	65.0509401784875
-40.9269802933091	65.2354730375281
-40.9169802933091	65.4205457980608
-40.9069802933091	65.6061610111335
-40.8969802933091	65.7923212439385
-40.8869802933091	65.9790290799407
-40.8769802933091	66.1662871190062
-40.8669802933091	66.3540979775333
-40.8569802933091	66.542464288584
-40.8469802933091	66.731388702017
-40.8369802933091	66.9208738846218
-40.8269802933091	67.1109225202546
-40.8169802933091	67.3015373099747
-40.8069802933091	67.4927209721826
-40.7969802933091	67.6844762427601
-40.7869802933091	67.8768058752104
-40.7769802933091	68.0697126408008
-40.7669802933091	68.263199328706
-40.7569802933091	68.4572687461533
-40.7469802933091	68.6519237185685
-40.7369802933091	68.8471670897245
-40.7269802933091	69.0430017218897
-40.7169802933091	69.2394304959793
-40.7069802933091	69.4364563117071
-40.6969802933091	69.6340820877397
-40.6869802933091	69.832310761851
-40.6769802933091	70.0311452910793
-40.6669802933091	70.2305886518858
-40.6569802933091	70.4306438403137
-40.6469802933091	70.6313138721505
-40.6369802933091	70.8326017830903
-40.6269802933091	71.0345106288987
-40.6169802933091	71.2370434855789
-40.6069802933091	71.4402034495401
-40.5969802933091	71.6439936377664
-40.5869802933091	71.8484171879885
-40.5769802933091	72.0534772588567
-40.5669802933091	72.2591770301155
-40.5569802933091	72.4655197027801
-40.5469802933091	72.6725084993147
-40.5369802933091	72.8801466638124
-40.5269802933091	73.0884374621777
-40.5169802933091	73.2973841823091
-40.5069802933091	73.5069901342856
-40.4969802933091	73.7172586505541
-40.4869802933091	73.9281930861181
-40.4769802933091	74.1397968187296
-40.4669802933091	74.3520732490822
-40.4569802933091	74.5650258010062
-40.4469802933091	74.7786579216657
-40.4369802933091	74.9929730817583
-40.4269802933091	75.2079747757159
-40.4169802933092	75.4236665219081
-40.4069802933092	75.6400518628479
-40.3969802933092	75.8571343653992
-40.3869802933092	76.074917620986
-40.3769802933092	76.2934052458052
-40.3669802933092	76.5126008810397
-40.3569802933092	76.7325081930755
-40.3469802933092	76.9531308737195
-40.3369802933092	77.1744726404212
-40.3269802933092	77.3965372364948
-40.3169802933092	77.6193284313457
-40.3069802933092	77.8428500206976
-40.2969802933092	78.0671058268228
-40.2869802933092	78.2920996987754
-40.2769802933092	78.5178355126256
-40.2669802933092	78.7443171716978
-40.2569802933092	78.9715486068108
-40.2469802933092	79.1995337765197
-40.2369802933092	79.4282766673618
-40.2269802933092	79.6577812941044
-40.2169802933092	79.8880516999946
-40.2069802933092	80.1190919570132
-40.1969802933092	80.35090616613
-40.1869802933092	80.5834984575624
-40.1769802933092	80.8168729910372
-40.1669802933092	81.0510339560541
-40.1569802933092	81.2859855721532
-40.1469802933092	81.5217320891844
-40.1369802933092	81.7582777875805
-40.1269802933092	81.9956269786331
-40.1169802933092	82.2337840047707
-40.1069802933092	82.4727532398411
-40.0969802933092	82.7125390893956
-40.0869802933092	82.9531459909776
-40.0769802933092	83.1945784144129
-40.0669802933092	83.4368408621048
-40.0569802933092	83.6799378693305
-40.0469802933092	83.9238740045429
-40.0369802933092	84.168653869674
-40.0269802933092	84.4142821004423
-40.0169802933092	84.660763366664
-40.0069802933092	84.9081023725667
-39.9969802933092	85.1563038571075
-39.9869802933092	85.4053725942939
-39.9769802933092	85.655313393509
-39.9669802933092	85.9061310998396
-39.9569802933092	86.1578305944082
-39.9469802933092	86.4104167947092
-39.9369802933092	86.6638946549481
-39.9269802933092	86.9182691663851
-39.9169802933093	87.1735453576822
-39.9069802933093	87.4297282952542
-39.8969802933093	87.6868230836244
-39.8869802933093	87.9448348657829
-39.8769802933093	88.2037688235504
-39.8669802933093	88.4636301779453
-39.8569802933093	88.7244241895553
-39.8469802933093	88.9861561589129
-39.8369802933093	89.2488314268759
-39.8269802933093	89.5124553750109
-39.8169802933093	89.7770334259831
-39.8069802933093	90.0425710439489
-39.7969802933093	90.3090737349539
-39.7869802933093	90.5765470473348
-39.7769802933093	90.8449965721272
-39.7669802933093	91.1144279434767
-39.7569802933093	91.3848468390555
-39.7469802933093	91.6562589804836
-39.7369802933093	91.9286701337555
-39.7269802933093	92.2020861096707
-39.7169802933093	92.4765127642707
-39.7069802933093	92.7519559992793
-39.6969802933093	93.0284217625504
-39.6869802933093	93.3059160485185
-39.6769802933093	93.5844448986569
-39.6669802933093	93.864014401939
-39.6569802933093	94.1446306953075
-39.6469802933093	94.4262999641467
-39.6369802933093	94.7090284427626
-39.6269802933093	94.9928224148669
-39.6169802933093	95.277688214068
-39.6069802933093	95.5636322243677
-39.5969802933093	95.8506608806627
-39.5869802933093	96.1387806692538
-39.5769802933093	96.4279981283602
-39.5669802933093	96.7183198486401
-39.5569802933093	97.0097524737174
-39.5469802933093	97.3023027007158
-39.5369802933093	97.5959772807979
-39.5269802933093	97.8907830197116
-39.5169802933093	98.1867267783437
-39.5069802933093	98.4838154732791
-39.4969802933093	98.7820560773671
-39.4869802933093	99.0814556202958
-39.4769802933093	99.382021189172
-39.4669802933093	99.6837599291085
-39.4569802933093	99.98667904382
-39.4469802933093	100.290785796225
-39.4369802933093	100.596087509053
-39.4269802933093	100.902591565468
-39.4169802933094	101.210305409686
-39.4069802933094	101.519236547611
-39.3969802933094	101.829392547478
-39.3869802933094	102.140781040497
-39.3769802933094	102.453409721512
-39.3669802933094	102.767286349666
-39.3569802933094	103.082418749073
-39.3469802933094	103.398814809501
-39.3369802933094	103.716482487062
-39.3269802933094	104.03542980491
-39.3169802933094	104.355664853951
-39.3069802933094	104.677195793557
-39.2969802933094	105.000030852295
-39.2869802933094	105.32417832866
-39.2769802933094	105.649646591821
-39.2669802933094	105.976444082375
-39.2569802933094	106.30457931311
-39.2469802933094	106.634060869779
-39.2369802933094	106.964897411885
-39.2269802933094	107.297097673474
-39.2169802933094	107.630670463936
-39.2069802933094	107.965624668827
-39.1969802933094	108.301969250686
-39.1869802933094	108.639713249875
-39.1769802933094	108.978865785426
-39.1669802933094	109.319436055897
-39.1569802933094	109.661433340243
-39.1469802933094	110.004866998694
-39.1369802933094	110.34974647365
-39.1269802933094	110.696081290583
-39.1169802933094	111.043881058954
-39.1069802933094	111.393155473139
-39.0969802933094	111.743914313371
-39.0869802933094	112.096167446695
-39.0769802933094	112.449924827928
-39.0669802933094	112.805196500642
-39.0569802933094	113.161992598153
-39.0469802933094	113.52032334453
-39.0369802933094	113.880199055607
-39.0269802933094	114.241630140022
-39.0169802933094	114.604627100258
-39.0069802933094	114.969200533706
-38.9969802933094	115.335361133738
-38.9869802933094	115.7031196908
-38.9769802933094	116.072487093512
-38.9669802933094	116.44347432979
-38.9569802933094	116.816092487979
-38.9469802933094	117.190352758004
-38.9369802933094	117.56626643254
-38.9269802933094	117.943844908186
-38.9169802933095	118.323099686672
-38.9069802933095	118.704042376069
-38.8969802933095	119.086684692024
-38.8869802933095	119.471038459007
-38.8769802933095	119.85711561158
-38.8669802933095	120.244928195682
-38.8569802933095	120.634488369927
-38.8469802933095	121.025808406931
-38.8369802933095	121.418900694649
-38.8269802933095	121.81377773773
-38.8169802933095	122.210452158901
-38.8069802933095	122.60893670036
-38.7969802933095	123.009244225195
-38.7869802933095	123.41138771882
-38.7769802933095	123.815380290433
-38.7669802933095	124.221235174499
-38.7569802933095	124.628965732243
-38.7469802933095	125.038585453176
-38.7369802933095	125.45010795664
-38.7269802933095	125.863546993371
-38.7169802933095	126.278916447088
-38.7069802933095	126.696230336108
-38.6969802933095	127.115502814977
-38.6869802933095	127.536748176133
-38.6769802933095	127.959980851587
-38.6669802933095	128.385215414633
-38.6569802933095	128.81246658158
-38.6469802933095	129.241749213514
-38.6369802933095	129.673078318078
-38.6269802933095	130.10646905129
-38.6169802933095	130.541936719374
-38.6069802933095	130.979496780634
-38.5969802933095	131.419164847342
-38.5869802933095	131.860956687661
-38.5769802933095	132.304888227598
-38.5669802933095	132.750975552985
-38.5569802933095	133.199234911485
-38.5469802933095	133.649682714637
-38.5369802933095	134.102335539927
-38.5269802933095	134.557210132888
-38.5169802933095	135.014323409239
-38.5069802933095	135.473692457053
-38.4969802933095	135.935334538954
-38.4869802933095	136.399267094356
-38.4769802933095	136.865507741732
-38.4669802933095	137.334074280916
-38.4569802933095	137.804984695446
-38.4469802933095	138.278257154937
-38.4369802933095	138.753910017499
-38.4269802933095	139.231961832184
-38.4169802933095	139.712431341478
-38.4069802933096	140.195337483828
-38.3969802933096	140.68069939621
-38.3869802933096	141.168536416742
-38.3769802933096	141.658868087327
-38.3669802933096	142.15171415635
-38.3569802933096	142.647094581412
-38.3469802933096	143.145029532106
-38.3369802933096	143.645539392846
-38.3269802933096	144.148644765725
-38.3169802933096	144.654366473439
-38.3069802933096	145.162725562243
-38.2969802933096	145.673743304959
-38.2869802933096	146.187441204037
-38.2769802933096	146.70384099466
-38.2669802933096	147.222964647902
-38.2569802933096	147.744834373939
-38.2469802933096	148.269472625308
-38.2369802933096	148.796902100225
-38.2269802933096	149.327145745954
-38.2169802933096	149.860226762234
-38.2069802933096	150.396168604758
-38.1969802933096	150.934994988719
-38.1869802933096	151.476729892401
-38.1769802933096	152.021397560846
-38.1669802933096	152.569022509571
-38.1569802933096	153.119629528351
-38.1469802933096	153.673243685064
-38.1369802933096	154.229890329606
-38.1269802933096	154.789595097866
-38.1169802933096	155.352383915772
-38.1069802933096	155.918283003404
-38.0969802933096	156.487318879182
-38.0869802933096	157.059518364115
-38.0769802933096	157.634908586139
-38.0669802933096	158.213516984511
-38.0569802933096	158.795371314297
-38.0469802933096	159.380499650921
-38.0369802933096	159.96893039481
-38.0269802933096	160.560692276104
-38.0169802933096	161.155814359457
-38.0069802933096	161.754326048924
-37.9969802933096	162.356257092925
-37.9869802933096	162.961637589305
-37.9769802933096	163.570497990482
-37.9669802933096	164.182869108678
-37.9569802933096	164.798782121258
-37.9469802933096	165.418268576147
-37.9369802933096	166.041360397359
-37.9269802933096	166.668089890618
-37.9169802933096	167.298489749076
-37.9069802933097	167.932593059144
-37.8969802933097	168.570433306424
-37.8869802933097	169.212044381742
-37.8769802933097	169.857460587305
-37.8669802933097	170.506716642958
-37.8569802933097	171.159847692562
-37.8469802933097	171.816889310484
-37.8369802933097	172.477877508216
-37.8269802933097	173.142848741106
-37.8169802933097	173.811839915221
-37.8069802933097	174.48488839433
-37.7969802933097	175.16203200703
-37.7869802933097	175.843309053993
-37.7769802933097	176.528758315352
-37.7669802933097	177.218419058234
-37.7569802933097	177.912331044424
-37.7469802933097	178.610534538182
-37.7369802933097	179.313070314205
-37.7269802933097	180.019979665746
-37.7169802933097	180.731304412878
-37.7069802933097	181.447086910931
-37.6969802933097	182.167370059076
-37.6869802933097	182.892197309089
-37.6769802933097	183.621612674275
-37.6669802933097	184.355660738572
-37.6569802933097	185.094386665826
-37.6469802933097	185.837836209254
-37.6369802933097	186.586055721092
-37.6269802933097	187.339092162425
-37.6169802933097	188.096993113226
-37.6069802933097	188.859806782578
-37.5969802933097	189.627582019115
-37.5869802933097	190.400368321655
-37.5769802933097	191.178215850063
-37.5669802933097	191.961175436319
-37.5569802933097	192.749298595816
-37.5469802933097	193.542637538885
-37.5369802933097	194.341245182555
-37.5269802933097	195.145175162549
-37.5169802933097	195.95448184553
-37.5069802933097	196.769220341596
-37.4969802933097	197.589446517032
-37.4869802933097	198.415217007323
-37.4769802933097	199.246589230444
-37.4669802933097	200.083621400421
-37.4569802933097	200.926372541171
-37.4469802933097	201.774902500643
-37.4369802933097	202.629271965246
-37.4269802933097	203.489542474584
-37.4169802933097	204.35577643651
-37.4069802933098	205.228037142488
-37.3969802933098	206.106388783289
-37.3869802933098	206.990896465026
-37.3769802933098	207.881626225524
-37.3669802933098	208.778645051052
-37.3569802933098	209.682020893409
-37.3469802933098	210.591822687388
-37.3369802933098	211.508120368616
-37.3269802933098	212.430984891782
-37.3169802933098	213.360488249271
-37.3069802933098	214.296703490205
-37.2969802933098	215.239704739901
-37.2869802933098	216.189567219771
-37.2769802933098	217.146367267651
-37.2669802933098	218.110182358598
-37.2569802933098	219.081091126144
-37.2469802933098	220.059173384032
-37.2369802933098	221.044510148446
-37.2269802933098	222.037183660738
-37.2169802933098	223.03727741068
-37.2069802933098	224.044876160245
-37.1969802933098	225.06006596793
-37.1869802933098	226.082934213644
-37.1769802933098	227.113569624171
-37.1669802933098	228.152062299221
-37.1569802933098	229.198503738093
-37.1469802933098	230.252986866952
-37.1369802933098	231.315606066762
-37.1269802933098	232.386457201863
-37.1169802933098	233.46563764923
-37.1069802933098	234.553246328431
-37.0969802933098	235.649383732295
-37.0869802933098	236.754151958315
-37.0769802933098	237.867654740807
-37.0669802933098	238.989997483845
-37.0569802933098	240.121287295
-37.0469802933098	241.261633019889
-37.0369802933098	242.411145277577
-37.0269802933098	243.569936496847
-37.0169802933098	244.738120953362
-37.0069802933098	245.915814807747
-36.9969802933098	247.103136144614
-36.9869802933098	248.300205012567
-36.9769802933098	249.507143465207
-36.9669802933098	250.724075603165
-36.9569802933098	251.9511276172
-36.9469802933098	253.18842783239
-36.9369802933098	254.436106753451
-36.9269802933098	255.694297111212
-36.9169802933098	256.963133910286
-36.9069802933099	258.24275447797
-36.8969802933099	259.533298514418
-36.8869802933099	260.834908144111
-36.8769802933099	262.147727968678
-36.8669802933099	263.471905121108
-36.8569802933099	264.807589321382
-36.8469802933099	266.154932933587
-36.8369802933099	267.514091024547
-36.8269802933099	268.885221424021
-36.8169802933099	270.268484786515
-36.8069802933099	271.664044654766
-36.7969802933099	273.072067524941
-36.7869802933099	274.492722913615
-36.7769802933099	275.926183426572
-36.7669802933099	277.372624829505
-36.7569802933099	278.83222612066
-36.7469802933099	280.305169605497
-36.7369802933099	281.791640973425
-36.7269802933099	283.29182937669
-36.7169802933099	284.805927511476
-36.7069802933099	286.334131701294
-36.6969802933099	287.876641982744
-36.6869802933099	289.433662193717
-36.6769802933099	291.005400064121
-36.6669802933099	292.592067309222
-36.6569802933099	294.193879725684
-36.6469802933099	295.811057290396
-36.6369802933099	297.443824262191
-36.6269802933099	299.092409286542
-36.6169802933099	300.757045503351
-36.6069802933099	302.437970657932
-36.5969802933099	304.135427215292
-36.5869802933099	305.84966247784
-36.5769802933099	307.580928706633
-36.5669802933099	309.329483246288
-36.5569802933099	311.095588653688
-36.5469802933099	312.879512830618
-36.5369802933099	314.681529160475
-36.5269802933099	316.501916649189
-36.5169802933099	318.340960070525
-36.5069802933099	320.198950115902
-36.4969802933099	322.076183548913
-36.4869802933099	323.972963364713
-36.4769802933099	325.88959895445
-36.4669802933099	327.826406274936
-36.4569802933099	329.783708023737
-36.4469802933099	331.761833819912
-36.4369802933099	333.761120390585
-36.4269802933099	335.781911763591
-36.4169802933099	337.824559466419
-36.4069802933099	339.889422731702
-36.39698029331	341.976868709491
-36.38698029331	344.087272686593
-36.37698029331	346.221018313241
-36.36698029331	348.378497837379
-36.35698029331	350.560112346871
-36.34698029331	352.766272019943
-36.33698029331	354.99739638419
-36.32698029331	357.253914584485
-36.31698029331	359.536265660159
-36.30698029331	361.844898831818
-36.29698029331	364.180273798198
-36.28698029331	366.542861043468
-36.27698029331	368.933142155407
-36.26698029331	371.351610154922
-36.25698029331	373.798769837356
-36.24698029331	376.275138126111
-36.23698029331	378.781244439082
-36.22698029331	381.317631068463
-36.21698029331	383.884853574488
-36.20698029331	386.483481193719
-36.19698029331	389.114097262492
-36.18698029331	391.777299656206
-36.17698029331	394.473701245129
-36.16698029331	397.20393036747
-36.15698029331	399.968631320463
-36.14698029331	402.768464870288
-36.13698029331	405.604108781672
-36.12698029331	408.476258368044
-36.11698029331	411.385627063218
-36.10698029331	414.332947015551
-36.09698029331	417.318969705646
-36.08698029331	420.344466588677
-36.07698029331	423.410229762505
-36.06698029331	426.517072662774
-36.05698029331	429.665830786305
-36.04698029331	432.857362444104
-36.03698029331	436.092549545436
-36.02698029331	439.372298414447
-36.01698029331	442.697540640949
-36.00698029331	446.069233967018
-35.99698029331	449.488363211197
-35.98698029331	452.955941232168
-35.97698029331	456.47300993388
-35.96698029331	460.040641314219
-35.95698029331	463.659938559447
-35.94698029331	467.332037186756
-35.93698029331	471.058106237414
-35.92698029331	474.839349523144
-35.91698029331	478.677006928531
-35.90698029331	482.572355772406
-35.8969802933101	486.526712231358
-35.8869802933101	490.541432828696
-35.8769802933101	494.617915992416
-35.8669802933101	498.757603685907
-35.8569802933101	502.961983115419
-35.8469802933101	507.232588518517
-35.8369802933101	511.571003038053
-35.8269802933101	515.978860686459
-35.8169802933101	520.457848405484
-35.8069802933101	525.009708226825
-35.7969802933101	529.636239539471
-35.7869802933101	534.339301469955
-35.7769802933101	539.120815382135
-35.7669802933101	543.982767503555
-35.7569802933101	548.927211685943
-35.7469802933101	553.956272307888
-35.7369802933101	559.072147328334
-35.7269802933101	564.277111500094
-35.7169802933101	569.573519753271
-35.7069802933101	574.963810759144
-35.6969802933101	580.450510685863
-35.6869802933101	586.036237158094
-35.6769802933101	591.723703433664
-35.6669802933101	597.515722811203
-35.6569802933101	603.415213283822
-35.6469802933101	609.425202455013
-35.6369802933101	615.548832734156
-35.6269802933101	621.78936683038
-35.6169802933101	628.150193564951
-35.6069802933101	634.634834023942
-35.5969802933101	641.246948074666
-35.5869802933101	647.990341271197
-35.5769802933101	654.868972176373
-35.5669802933101	661.886960129866
-35.5569802933101	669.048593494365
-35.5469802933101	676.358338414547
-35.5369802933101	683.820848126431
-35.5269802933101	691.440972857902
-35.5169802933101	699.223770364643
-35.5069802933101	707.174517149605
-35.4969802933101	715.298720418279
-35.4869802933101	723.60213082672
-35.4769802933101	732.090756084313
-35.4669802933101	740.770875478927
-35.4569802933101	749.649055398223
-35.4469802933101	758.732165927779
-35.4369802933101	768.027398614185
-35.4269802933101	777.542285489639
-35.4169802933101	787.284719463813
-35.4069802933101	797.262976199023
-35.3969802933102	807.485737596129
-35.3869802933102	817.962117031246
-35.3769802933102	828.701686497452
-35.3669802933102	839.714505821412
-35.3569802933102	851.011154142346
-35.3469802933102	862.602763860401
-35.3369802933102	874.501057283421
-35.3269802933102	886.718386225707
-35.3169802933102	899.267774839954
-35.3069802933102	912.162965994612
-35.2969802933102	925.418471543827
-35.2869802933102	939.049626876553
-35.2769802933102	953.072650175915
-35.2669802933102	967.504706870255
-35.2569802933102	982.363979814387
-35.2469802933102	997.669745804362
-35.2369802933102	1013.44245910276
-35.2269802933102	1029.70384273548
-35.2169802933102	1046.47698841704
-35.2069802933102	1063.78646607078
-35.1969802933102	1081.65844403654
-35.1869802933102	1100.12082120264
-35.1769802933102	1119.20337246518
-35.1669802933102	1138.93790911004
-35.1569802933102	1159.35845593448
-35.1469802933102	1180.50144718296
-35.1369802933102	1202.4059436707
-35.1269802933102	1225.11387381697
-35.1169802933102	1248.67030171756
-35.1069802933102	1273.12372586233
-35.0969802933102	1298.52641266466
-35.0869802933102	1324.93476962938
-35.0769802933102	1352.40976376626
-35.0669802933102	1381.01739178147
-35.0569802933102	1410.8292096795
-35.0469802933102	1441.92293072199
-35.0369802933102	1474.38310226318
-35.0269802933102	1508.30187387356
-35.0169802933102	1543.77987144667
-35.0069802933102	1580.92719475082
-34.9969802933102	1619.86455925529
-34.9869802933102	1660.72460717591
-34.9769802933102	1703.65341773933
-34.9669802933102	1748.81225290101
-34.9569802933102	1796.37958248524
-34.9469802933102	1846.55344235596
-34.9369802933102	1899.55419131312
-34.9269802933102	1955.6277476491
-34.9169802933102	2015.04940563564
-34.9069802933102	2078.12835690472
-34.8969802933102	2145.21307343801
-34.8869802933103	2216.69775000414
-34.8769802933103	2293.03005756109
-34.8669802933103	2374.72052977722
-34.8569802933103	2462.35399859144
-34.8469802933103	2556.60362036189
-34.8369802933103	2658.24820414587
-34.8269802933103	2768.19378613117
-34.8169802933103	2887.50071580362
-34.8069802933103	3017.41796970944
-34.7969802933103	3159.42704755671
-34.7869802933103	3315.29872496988
-34.7769802933103	3487.16728151014
-34.7669802933103	3677.62882136519
-34.7569802933103	3889.87333169746
-34.7469802933103	4127.86480407449
-34.7369802933103	4396.59114503509
-34.7269802933103	4702.41760052507
-34.7169802933103	5053.59742526348
-34.7069802933103	5461.02795556233
-34.6969802933103	5939.40164853132
-34.6869802933103	6509.01575949841
-34.6769802933103	7198.72670533598
-34.6669802933103	8050.99339282734
-34.6569802933103	9130.96295613291
-34.6469802933103	10543.9619140443
-34.6369802933103	12472.118581873
-34.6269802933103	15259.9718187918
-34.6169802933103	19647.4427478983
-34.6069802933103	27565.1715590911
-34.5969802933103	46141.9782417224
-34.5869802933103	141225.059525547
-34.5769802933103	-133397.205225078
-34.5669802933103	-45331.4941841603
-34.5569802933103	-27315.6317920869
-34.5469802933103	-19552.4372376507
-34.5369802933103	-15228.559157944
-34.5269802933103	-12472.8961482476
-34.5169802933103	-10563.2534773005
-34.5069802933103	-9161.87025252328
-34.4969802933103	-8089.66358470506
-34.4869802933103	-7242.84000433007
-34.4769802933103	-6557.09236333686
-34.4669802933103	-5990.45329816741
-34.4569802933103	-5514.36957841867
-34.4469802933103	-5108.73919290869
-34.4369802933103	-4759.00002180692
-34.4269802933103	-4454.34443039821
-34.4169802933103	-4186.58253645836
-34.4069802933103	-3949.39489471498
-34.3969802933103	-3737.8273657692
-34.3869802933104	-3547.94129549575
-34.3769802933104	-3376.56600922921
-34.3669802933104	-3221.12033119879
-34.3569802933104	-3079.4816683981
-34.3469802933104	-2949.88849942015
-34.3369802933104	-2830.86672957717
-34.3269802933104	-2721.17336446671
-34.3169802933104	-2619.7529297797
-34.3069802933104	-2525.70339454726
-34.2969802933104	-2438.24926482497
-34.2869802933104	-2356.72014718318
-34.2769802933104	-2280.53352722951
-34.2669802933104	-2209.18082691678
-34.2569802933104	-2142.21603474856
-34.2469802933104	-2079.24637149265
-34.2369802933104	-2019.92457857265
-34.2269802933104	-1963.94250930259
-34.2169802933104	-1911.02577320254
-34.2069802933104	-1860.92923689544
-34.1969802933104	-1813.43322590122
-34.1869802933104	-1768.34030316375
-34.1769802933104	-1725.47252466374
-34.1669802933104	-1684.66909167314
